handle,user_name,description_short,avatar,followers,following,log_followers,log_following,ff_ratio,account_age_days,has_bio,has_location,bio_stance_score,bio_account_type,avatar_type,avatar_national_symbol,xpoz_verified,xpoz_inauthentic_prob,xpoz_inauthentic_type,xpoz_avg_tweets_day
conciouslabrat,Ikkyu Sojun,"Doubts are not weakness. They are the crack in the cathedral of lies.  When the dogma demands blind faith, doubt becomes the highest form of loyalty to truth!",https://pbs.twimg.com/profile_images/1473608050107981827/rTfUY9fs_normal.jpg,1547,1254,7.344719054149673,7.134890851565884,1.2326693227091634,2912,True,False,2,anonymous_or_no_info,cartoon_or_illustration,False,True,,,
skaerials,Professor SK 🏴󠁧󠁢󠁳󠁣󠁴󠁿 A Colony not a County,"No person has the right to insist his/her perception of reality is superior to another's. 
Particularly in defiance of empirical evidence.",https://pbs.twimg.com/profile_images/1498360931516096513/oOyP3AE7_normal.jpg,1540,1110,7.340186835320115,7.01301578963963,1.386138613861386,5249,True,True,2,individual,flag_or_national_symbol,True,False,,,
frankandbri,francis o'hara,"Truth facts, justice and fairness. DEFINITELY  NO DMs. I block insulting idiots without wasting  my time explaining why.!",https://pbs.twimg.com/profile_images/1130831819983773697/mARUPsIk_normal.png,1534,517,7.336285660021297,6.249975242259483,2.9613899613899615,4046,True,True,2,individual,real_person_photo,False,False,0.257466002951297,REAL HUMAN,1.23
manojzxc,Manoj.G,"Interested in Strategic Affairs,
GeoPolitics, International Relations,
National Security, 
India's Military Industrial Complex, 
China",https://pbs.twimg.com/profile_images/1955394701969743873/o0mOwV9Z_normal.jpg,1516,990,7.324489979348532,6.898714534329988,1.5297679112008074,5606,True,True,1,individual,flag_or_national_symbol,True,False,0.3796769203019204,REAL HUMAN,0.1
ninterit,nihil interit,"Here to bust myths. No exception. Capable of self reflection, unimpressed by your opinion about me, dedicated seeker of fun,  Swiss Alpine Goat",https://pbs.twimg.com/profile_images/1303064367781605382/CrTK3q_m_normal.jpg,1513,840,7.322510433997394,6.734591659972948,1.7990487514863258,2117,True,False,1,individual,real_person_photo,False,True,,,
progunone1776,We've already been infiltrated.,"I left Twitter when they suspended President Trump. I'm back to see what Elon does
We're being played again, this time in Ukraine. Research it a bit.
ULTRA-MAGA",https://pbs.twimg.com/profile_images/1511359637907337220/2bXlEABB_normal.jpg,1506,1487,7.317876198626496,7.305188215393037,1.0120967741935485,1338,True,True,3,individual,flag_or_national_symbol,True,False,,,
vivienstevens23,vivien stevens,,https://pbs.twimg.com/profile_images/1895955514804023296/BHbUNClU_normal.jpg,1489,366,7.306531398939505,5.905361848054571,4.0572207084468666,4100,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.3708340548340549,REAL HUMAN,1.27
junoslav369,Junoslav 369,"Do 2050 roku Ziemia razem z mieszkańcami przejdzie w piąty wymiar, to już najwyższy czas by obudzić się.",https://pbs.twimg.com/profile_images/1783599942679863297/1lfriOvY_normal.jpg,1464,488,7.289610521451167,6.192362489474872,2.9938650306748467,625,True,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
jonlegsby11,Legsby🇬🇧,Mature sceptic and nature lover. Living in Lincolnshire.,https://pbs.twimg.com/profile_images/1725085075862163456/row215pd_normal.jpg,1459,870,7.286191714702382,6.769641976852503,1.6750861079219288,770,True,False,1,individual,default_or_empty,False,False,0.5453671100141687,REAL HUMAN,0.23
platykitten,Rorene: International woman for peace NO DMs,Living on Wurundjeri stolen land.,https://pbs.twimg.com/profile_images/1301505533510184961/0gHYOrC8_normal.jpg,1459,2230,7.286191714702382,7.7102051944325325,0.653966831017481,3317,True,True,1,individual,cartoon_or_illustration,False,False,0.6495397437529788,BOT-LIKE ACTIVITY,2.07
rzonop,Atlehang,Football ⚽️🏟 fanatic | Politics & geopolitics observer | Tech 👨‍💻 enthusiast | Xbox 🎮 gamer | Unfiltered takes from ZA 🇿🇦 | Free Palestine 🇵🇸🇵🇸🇵🇸,https://pbs.twimg.com/profile_images/1589352179147718657/YXaBs293_normal.jpg,1446,2244,7.277247726631484,7.716460800176355,0.644097995545657,2334,True,True,2,individual,default_or_empty,False,False,,,
boetschouwink,The Voice,"Voice-over / voiceactor / impersonator
""Best Morgan Freeman impersonator in the world"" according to MTV.
https://t.co/1uV89knEIu",https://pbs.twimg.com/profile_images/1517137670966706176/1oEtK8Py_normal.jpg,1443,865,7.275172319452771,6.763884908562435,1.666281755196305,4847,True,True,1,individual,default_or_empty,False,False,0.32511227334756737,REAL HUMAN,0.8
cartoonisthugo,Hugo Freutel,"LIVE sneltekenaar, CARTOONIST karikaturist  PORTRET artiest. Karikatuur WORKSHOP! Visie CARTOON illustratie  STUDIO = open!",https://pbs.twimg.com/profile_images/2263201325/Karikaturist_Hugo_Freutel_normal.jpg,1432,2443,7.267525427828172,7.8013913202914855,0.5859247135842881,4941,True,True,1,individual,real_person_photo,False,False,,,
mermadrigal,MerryO,"Nature lover. Christian Astrologer. QM research Mgr. Artist. Teacher. BSN-ICU, ER, L/D, Psych",https://pbs.twimg.com/profile_images/1700910808379858944/pnz2Ag5e_normal.jpg,1429,425,7.265429723253953,6.054439346269371,3.3544600938967135,844,True,True,1,individual,cartoon_or_illustration,False,True,,,
tonyaddison,Tony Addison (SO),"Proud Brexiteer. DYOR before the v@x (thanks Del Bigree), and have done for ""hoax climate change"" (basically the sun). Anti WEF and WHO.  DT who killed JFK?",https://pbs.twimg.com/profile_images/1971278833186725888/F2tpWqsJ_normal.jpg,1419,2692,7.258412150595307,7.898411092811599,0.5269216487189009,6214,True,True,2,individual,cartoon_or_illustration,False,False,0.20030651920319104,REAL HUMAN,0.13
mvernengo1,Martín Vernengo,"Ingelectrónico Diamandista, Nerd profesional. Cooptado por economistas populistas que agitan el sucio trapo rojo y quieren gastar más de lo que se recauda.",https://pbs.twimg.com/profile_images/1129770615718797315/30b68VcV_normal.jpg,1418,727,7.257707677160043,6.590301048196686,1.9478021978021978,2447,True,True,1,individual,real_person_photo,False,False,0.3138150428003369,REAL HUMAN,0.0
musa_mansa,Just MUSA,President of Clever Blacks,https://pbs.twimg.com/profile_images/1937705366571069441/wVFR9tKs_normal.jpg,1418,1046,7.257707677160043,6.953684210870537,1.3543457497612226,2350,True,True,1,anonymous_or_no_info,default_or_empty,False,True,0.2622429482282423,REAL HUMAN,0.4
exposethepuppet,Roberto Sanchez,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1414,145,7.254884810077338,4.983606621708336,9.684931506849315,616,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.8182907925407925,BOT-LIKE ACTIVITY,0.17
windancer2706,Windancer2706,"My country is planet Earth, my people is mankind",https://pbs.twimg.com/profile_images/1672583388065157120/NslT1c6Z_normal.jpg,1411,2321,7.252762418053187,7.7501841622578365,0.607665805340224,5203,True,False,1,individual,default_or_empty,False,False,0.6638945966314387,BOT-LIKE ACTIVITY,0.67
stanger_05,Maestro,"“ Experience hath shewn that mankind are more disposed to suffer, while evils are sufferable”. ~ Thomas Jefferson…. NO DMs",https://pbs.twimg.com/profile_images/1986436587043831809/eiDT5gZd_normal.jpg,1406,2456,7.249215057114389,7.806696372521179,0.5722425722425722,1148,True,True,1,individual,cartoon_or_illustration,True,True,0.625348013098013,REAL HUMAN,2.93
nicktaynorfolk,Nick  Taylor,"Retweets not necessarily an endorsement.
@nicktaylornorfolk@mas.to",https://pbs.twimg.com/profile_images/1088833730779770880/e8HtkW7j_normal.jpg,1397,1227,7.242797922793756,7.113142108707088,1.1376221498371335,2508,True,False,1,individual,default_or_empty,False,False,,,
tuscantony,The Tuscan,"Multidaddy, investor, flaneur, skier, wine admirer, putative chef",https://pbs.twimg.com/profile_images/1918046225028329472/ulja8Ij1_normal.jpg,1396,1369,7.242082359256962,7.222566018822171,1.018978102189781,6280,True,True,1,individual,real_person_photo,False,True,0.3333589294692236,REAL HUMAN,2.2
woutschaap,Wouter.,"#Blank
#RoodWitBlauw
#BlauwWitRood",https://pbs.twimg.com/profile_images/1995202341683777536/60AdcZha_normal.jpg,1393,1598,7.2399325913204695,7.377133712833954,0.8711694809255784,5407,True,True,1,anonymous_or_no_info,cartoon_or_illustration,True,False,0.42167501942501934,REAL HUMAN,0.03
deplorabusm,Deplorabus Maximus,"Deplorable, Bitter Clinger, Trump-Supporting Garbage",https://pbs.twimg.com/profile_images/1608467958979858433/dnYrQrDB_normal.jpg,1384,966,7.233455418621439,6.874198495453294,1.4312306101344363,1077,True,True,1,individual,cartoon_or_illustration,True,True,,,
csabatzki,Carl G Sabatzki,I agree with everything I've said.,https://pbs.twimg.com/profile_images/1998380779894718464/okLLq0J1_normal.jpg,1379,1400,7.22983877815125,7.244941546337007,0.9842969307637401,815,True,False,1,anonymous_or_no_info,default_or_empty,False,True,,,
mercernany,💧Nanette Mercer,,https://pbs.twimg.com/profile_images/1690934938860949504/RRAk2dQg_normal.jpg,1368,222,7.221835825288449,5.407171771460119,6.134529147982063,3451,False,True,1,anonymous_or_no_info,organization_logo,False,False,0.5459274581627522,REAL HUMAN,5.83
rocky_1661,𝐑𝐮𝐦𝐢`ʳˢʸ,"ॐ 
Proud Sanghii🗿🚩
                                                                                                    𝐘𝐀𝐒𝐇 || 𝐌𝐒𝐃 || 𝐏𝐑𝐀𝐁𝐇𝐀𝐒",https://pbs.twimg.com/profile_images/1987228402919915520/egLEoPo1_normal.jpg,1353,1609,7.21081845347222,7.383989457978509,0.8403726708074534,1000,True,True,1,individual,default_or_empty,False,,,,
mackaycallum44,Patchmeister,Army veteran now immersed in local community philanthropy🏴󠁧󠁢󠁳󠁣󠁴󠁿,https://pbs.twimg.com/profile_images/1945739018873794561/DK2TWnGC_normal.jpg,1343,599,7.203405521083095,6.396929655216146,2.2383333333333333,1317,True,True,1,individual,cartoon_or_illustration,False,True,0.4247652380299439,REAL HUMAN,0.07
antoine2711,Antoine Beaubien,,https://pbs.twimg.com/profile_images/1541981088960094209/nUkXKVoa_normal.jpg,1341,615,7.201916317531627,6.423246963533519,2.176948051948052,6126,False,True,1,anonymous_or_no_info,real_person_photo,False,False,0.529205266955267,REAL HUMAN,3.13
lettuceorganise,Simon de Montfort,Canada needs to cleanse the land of the Barbarian Hordes and the Money Changers,https://pbs.twimg.com/profile_images/1986857063088349184/Rw41zxR6_normal.jpg,1311,1319,7.179307969504034,7.1853870155804165,0.9931818181818182,458,True,True,2,individual,default_or_empty,False,False,0.6375584848158377,BOT-LIKE ACTIVITY,4.67
barry64145240,Barry,Build The Wall … Scottish Highlander and Proud 🏴󠁧󠁢󠁳󠁣󠁴󠁿,https://pbs.twimg.com/profile_images/1874196153924771840/Bj522xgx_normal.jpg,1304,1342,7.173958319756794,7.202661196523238,0.9709605361131795,1768,True,True,2,individual,cartoon_or_illustration,False,False,0.6573637506284565,BOT-LIKE ACTIVITY,0.03
abdalqaim,Khalil ✋🏻🫳🏻,All governments suffer a recurring problem: Power attracts pathological personalities. It is not that power corrupts but that it is magnetic to the corruptible.,https://pbs.twimg.com/profile_images/1946681814027780096/S5jf5QSG_normal.jpg,1303,1453,7.1731917424865985,7.282073658093465,0.8961485557083907,5281,True,True,2,individual,default_or_empty,False,False,0.2965007108904168,REAL HUMAN,1.43
dlbohin,david,No DM's please. Ron Paul Libertarian.,https://pbs.twimg.com/profile_images/2000534442486419460/wO876PKz_normal.jpg,1297,1517,7.168579897264035,7.325148957955575,0.8544137022397892,5423,True,True,1,individual,default_or_empty,False,True,0.4535966255966255,REAL HUMAN,2.83
starrshine369,Elizabeth Starr Miller,"Dr of Integrative Medicine and Energy Medicine, Dr of Divinity, Ordained minister, mother, patriot, political conservative, holistic practitioner, shaman",https://pbs.twimg.com/profile_images/1899347066012270592/AI2elcZ7_normal.jpg,1296,642,7.167809184316444,6.466144724237619,2.015552099533437,394,True,True,1,individual,default_or_empty,False,True,0.5209393939393938,REAL HUMAN,8.43
toivangelder73,Toi van Gelder,"lezen, pianospelen, tuinieren. 

thumos

gelezen: Prof Bezemer, Marc Jansen, Prof Kees vd Pijl, Eric vd Beek",https://pbs.twimg.com/profile_images/1990089382636761088/Jw1mVG56_normal.jpg,1285,866,7.1592919047975645,6.7650389767805414,1.4821222606689735,736,True,False,3,individual,real_person_photo,False,False,,,
eviepurpleting,Evie Purpleting,"wife, mom, who tries to figure dis brypto out  #weirdtogether",https://pbs.twimg.com/profile_images/2011008809875959808/RTZtUL70_normal.jpg,1285,1949,7.1592919047975645,7.575584651557793,0.658974358974359,1758,True,False,1,individual,cartoon_or_illustration,False,False,,,
mimicoolboomer,Sero Lorca,"I believe in God, and one way or another he’s going to fix us",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1278,665,7.153833801578843,6.501289670540389,1.9189189189189189,3676,True,True,1,individual,default_or_empty,False,False,,,
tjerkje01,Tjerkje,"Houdt van het leven, eerlijk , oprecht, vriendelijk",https://pbs.twimg.com/profile_images/1340311033525788673/ykl9m55F_normal.jpg,1274,898,7.150701457592526,6.80128303447162,1.4171301446051168,5910,True,True,1,individual,real_person_photo,False,False,,,
ulgenfatma74,Dr.Sophia Ulgen 🇷🇺☮🇺🇸,"BS-Wharton School,UPENN,
PhD-UC San Diego.President Putin ❤
Russia🤍,Russia-US Rltns,Palestine,Intl Rltns.American citizen.PRO-RUSSIA RUSSIAN.UKRAINE IS RUSSIA.",https://pbs.twimg.com/profile_images/1917308267195236353/TlCX9bCb_normal.jpg,1269,445,7.146772179452637,6.100318952020064,2.8452914798206277,477,True,True,5,individual,default_or_empty,False,True,0.5567942090589149,REAL HUMAN,2.53
idontthinksokid,Kinoji,"will never accept animal abuse, ever..Will never comply to unjust rules and lies.",https://pbs.twimg.com/profile_images/1151586655066820609/7n5vOihU_normal.jpg,1267,1682,7.145196134997171,7.428333194190806,0.7528223410576351,3897,True,False,1,individual,cartoon_or_illustration,False,False,,,
jaaptbm1,Jaap,"Ondernemer. Gewoond en gewerkt in Midden Oosten en Canada. Motorrijden, golf, Canada, Spanje, Noorwegen. Daytraden.",https://pbs.twimg.com/profile_images/1855153282659815424/nsy9yP4D_normal.jpg,1260,924,7.13966033596492,6.829793737512425,1.3621621621621622,795,True,True,1,individual,real_person_photo,False,False,,,
borisnchuryk,Boris N Churyk,Leaders Leaders News,https://pbs.twimg.com/profile_images/1431990093150044168/OkpAFit__normal.jpg,1260,999,7.13966033596492,6.907755278982137,1.26,3570,True,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
ehdelhii,MAGA citizen,"My interest area is Central Asia & Eurasia's history & culture!  
I stand w/Trump & MAGA 🇺🇸🙌
I stand w/Elon & Free speech
Pls, No DMs, or you will be blocked",https://pbs.twimg.com/profile_images/1967455238958592000/7raqaBKC_normal.jpg,1259,2028,7.138866999945524,7.615298339825815,0.6205027106949236,3970,True,True,2,individual,cartoon_or_illustration,False,True,,,
moscow__calling,Moscow calling,"🇷🇺 Moscow is calling. Are you ready to listen? ✨News, facts, and insights from Russia",https://pbs.twimg.com/profile_images/1946648037360586752/k87BPcGW_normal.jpg,1253,98,7.134093721192866,4.59511985013459,12.656565656565656,145,True,True,4,journalist_or_media,default_or_empty,False,,,,
darealbease,DarealBease,"Human, Christian, American, Marine, Family, Constitution defender, Molon Labe, 1A, 2A,  Cue'd, Sheepdog, Very Happily Married.

Truth Seeker. 
Freedom Lover.",https://pbs.twimg.com/profile_images/1880586819638550528/H7RfnboG_normal.jpg,1244,1289,7.126890808898808,7.162397497355718,0.9643410852713178,4514,True,True,2,individual,flag_or_national_symbol,True,False,,,
zeiein,Zeien,"Gewisse/Judah/Zeien                                  
House of Wittelsbach & Hohenzollern
Saxon from the Rhine.",https://pbs.twimg.com/profile_images/1844153151609331712/ioq9Nwci_normal.jpg,1244,473,7.126890808898808,6.161207321695077,2.6244725738396624,2591,True,True,2,individual,default_or_empty,False,True,,,
maturefinancier,maturefinancier,"Builder, engineer. Anti woke, pro Brexit anti establishment, Republican. Covid was a con, climate change is a hoax. UK is not a democracy. Now Reform voter.",https://pbs.twimg.com/profile_images/1659138272151367682/-RXeWqx4_normal.jpg,1242,2163,7.1252830915107115,7.679713639966372,0.5739371534195934,930,True,True,2,individual,cartoon_or_illustration,False,False,0.7884819512702635,BOT-LIKE ACTIVITY,1.43
triples33,Tripplespunch,"The greatness of a man is not in how much wealth he acquires, but in his integrity and his ability to affect those around him positively.   By Bob Marley",https://pbs.twimg.com/profile_images/1750616072112263169/e5YPaqDG_normal.jpg,1238,1419,7.122059881629142,7.258412150595307,0.8718309859154929,5401,True,True,1,individual,cartoon_or_illustration,False,False,,,
euroboma,Boma John,"It will be over when it's over!                    
I STAND WITH RUSSIA,PALESTINE, IRAN, YEMEN !!!...&  SONNY STITT !",https://pbs.twimg.com/profile_images/1614720103114760192/UBUki0iP_normal.jpg,1233,1607,7.1180162044653335,7.382746449738912,0.7667910447761194,1027,True,False,4,individual,cartoon_or_illustration,False,False,0.7458084097275274,BOT-LIKE ACTIVITY,0.2
